87 91 86 100 1
41 21 8 0 100
69 56 51 56 16
100 99 82 0 45
100 100 86 100 40
35 20 12 100 19
91 96 89 4 19
91 96 4 4 51
37 82 79 100 4
39 81 76 100 44
72 84 0 1 61
65 84 83 0 0
76 79 72 93 100
77 94 83 100 52
67 66 61 100 26
72 92 74 5 19
74 93 90 4 0
74 84 9 4 24
74 90 89 100 25
70 90 97 100 25
83 88 0 0 59
86 89 0 0 25
86 25 0 0 75
74 85 86 99 100
43 77 78 100 0
61 80 71 0 54
