76 75 78 100 6
0 0 0 0 27
48 41 31 52 24
61 64 69 0 65
59 46 52 100 100
0 0 0 100 39
72 84 88 0 47
72 83 0 0 67
4 56 63 100 48
5 55 63 100 29
60 69 0 0 33
56 71 75 0 3
70 79 77 100 100
70 82 63 100 75
58 58 57 100 42
68 85 34 0 32
82 96 99 59 9
81 91 0 9 57
67 78 83 100 35
64 77 82 100 27
76 81 0 0 64
76 81 0 0 64
76 15 0 0 81
67 91 99 100 100
14 85 93 100 8
65 87 79 0 45
