25 84 100 65 2
0 0 0 0 100
30 33 53 0 76
63 100 100 0 39
63 60 80 8 100
0 0 0 32 59
39 86 100 0 55
47 89 16 0 44
0 62 100 35 100
0 62 100 35 100
59 91 31 0 41
58 90 100 0 0
88 88 100 31 100
89 100 100 37 100
100 64 92 20 100
100 97 100 0 52
100 100 100 0 50
100 99 31 0 100
100 100 100 30 100
100 97 100 27 53
100 92 25 0 89
100 92 25 0 100
100 15 5 0 100
98 95 100 0 80
0 67 100 74 0
37 91 100 0 91
