76 74 81 100 0
0 1 0 0 97
0 34 36 25 78
17 60 61 0 0
3 57 58 80 77
0 24 17 100 0
76 74 89 20 82
24 56 10 1 83
0 56 55 100 0
0 56 55 100 0
41 55 6 3 77
44 58 65 3 77
62 79 53 99 87
57 67 82 100 80
34 55 49 100 78
74 69 59 82 78
70 69 76 37 78
43 58 20 36 78
82 86 93 100 0
80 86 91 100 79
69 74 11 0 79
68 74 10 0 84
28 27 10 0 91
63 61 59 0 89
0 61 72 100 0
35 64 79 0 88
