77 93 100 100 1
0 0 0 0 55
0 0 1 0 0
30 73 92 0 3
0 9 58 96 3
0 0 12 100 3
100 100 100 0 48
100 100 39 0 20
0 55 79 100 5
0 55 79 100 5
51 61 24 0 31
81 91 100 0 6
70 100 78 82 36
62 71 84 90 4
45 47 58 80 3
76 72 81 96 3
73 87 72 0 46
41 30 0 0 3
100 100 100 100 30
100 88 94 86 0
62 59 0 0 50
62 59 0 0 22
26 9 0 0 51
100 69 90 0 31
0 61 100 100 0
62 75 100 0 34
